Counter,Tank1EPProcessTemperature,Tank1EPPumpSpeed,Tank1EPPumpFlow,Tank1ResisChk,EPEndRunDT,EPMassEndRunDT,BatchNo,PartName,Size,ProcessEntity,EP EQR,Start Mass,Final Mass,Percent Rem,Qty Rem,EPEndRunDT_CST,start_tank_chg,end_tank_chg,tank_chg_period,conduc_test_count,total_period_mass,group_index,fi_submitter_name,UnitDispo,Part
487,-59.69008,1316.533,7.036279,-65536,13:59.4,06:04.7,32468332,32468332-004,27mm,EPTank2,BSC0051077,287.4,218.5,23.97356,68.9,13:59.4,9/26/2023 9:33,9/26/2023 14:36,0 days 05:03:20,0,543.3,19,chanthn,*PASS,32468332-004
488,-59.69803,1317.2,7.044713,-65536,13:59.4,06:34.7,32468332,32468332-006,27mm,EPTank2,BSC0051077,285.8,217.4,23.93282,68.4,13:59.4,9/26/2023 9:33,9/26/2023 14:36,0 days 05:03:20,0,543.3,19,chanthn,*PASS,32468332-006
489,-59.73113,1319.447,7.190009,-65536,32:34.8,08:12.9,32468332,32468332-012,27mm,EPTank2,BSC0051077,282.6,214.6,24.06228,68,32:34.8,9/26/2023 9:33,9/26/2023 14:36,0 days 05:03:20,0,543.3,19,chanthn,*PASS,32468332-012
490,-59.73166,1319.518,7.198463,-65536,32:34.8,07:41.2,32468332,32468332-010,27mm,EPTank2,BSC0051077,286.5,217.9,23.94415,68.6,32:34.8,9/26/2023 9:33,9/26/2023 14:36,0 days 05:03:20,0,543.3,19,chanthn,*PASS,32468332-010
491,-59.74152,1320.045,7.06723,-65536,49:58.2,36:59.6,32446165,32446165-002,20mm,EPTank2,BSC0051077,174.9,136.1,22.18411,38.8,49:58.2,9/26/2023 9:33,9/26/2023 14:36,0 days 05:03:20,0,543.3,19,clunisb,WM98 - Crushed Anchor,32446165-002
492,-59.74268,1320.116,7.052127,-65536,49:58.2,37:28.5,32446165,32446165-004,20mm,EPTank2,BSC0051077,174.2,135.8,22.04363,38.4,49:58.2,9/26/2023 9:33,9/26/2023 14:36,0 days 05:03:20,0,543.3,19,clunisb,*PASS,32446165-004
493,-59.55733,1320.672,7.207954,-65536,08:23.1,38:21.3,32446165,32446165-008,20mm,EPTank2,BSC0051077,174.1,135.6,22.11373,38.5,08:23.1,9/26/2023 9:33,9/26/2023 14:36,0 days 05:03:20,0,543.3,19,clunisb,*PASS,32446165-008
494,-59.51966,1320.743,7.227509,-65536,08:23.1,38:53.9,32446165,32446165-010,20mm,EPTank2,BSC0051077,173.8,135.4,22.09436,38.4,08:23.1,9/26/2023 9:33,9/26/2023 14:36,0 days 05:03:20,0,543.3,19,clunisb,*PASS,32446165-010
495,-59.59257,1321.242,7.182273,-65536,22:59.0,39:56.9,32446165,32446165-014,20mm,EPTank2,BSC0051077,173.7,135.4,22.04951,38.3,22:59.0,9/26/2023 9:33,9/26/2023 14:36,0 days 05:03:20,0,543.3,19,clunisb,*PASS,32446165-014
496,-59.35807,1296.275,7.221043,-65536,36:52.6,39:39.8,32446166,32446166-004,20mm,EPTank2,BSC0051077,174.2,135.5,22.21584,38.7,36:52.6,9/26/2023 9:33,9/26/2023 14:36,0 days 05:03:20,0,543.3,19,adjork,WM34-Tweezers Mark/ContactMark,32446166-004
497,-58.95293,1418.239,7.812725,-65537,36:52.6,40:10.8,32446166,32446166-006,20mm,EPTank2,BSC0051077,175.2,136.9,21.86073,38.3,36:52.6,9/26/2023 9:33,9/26/2023 14:36,0 days 05:03:20,0,543.3,19,adjork,*PASS,32446166-006
498,-58.95293,1418.239,7.812725,-65537,36:52.6,40:10.8,32446166,32446166-006,20mm,EPTank2,BSC0051077,175.2,136.9,21.86073,38.3,36:52.6,9/26/2023 14:36,9/27/2023 4:48,0 days 14:12:05,1,113.2,20,adjork,*PASS,32446166-006
499,-59.57681,1280.796,7.009285,-65536,27:52.2,16:54.4,32475482,32475482-002,20mm,EPTank2,BSC0051077,175.5,138.1,21.31054,37.4,27:52.2,9/26/2023 14:36,9/27/2023 4:48,0 days 14:12:05,1,113.2,20,adjork,*PASS,32475482-002
500,-59.56703,1281.09,6.998291,-65536,27:52.2,16:40.9,32475482,32475482-001,20mm,EPTank2,BSC0051077,176.1,138.6,21.29472,37.5,27:52.2,9/26/2023 14:36,9/27/2023 4:48,0 days 14:12:05,1,113.2,20,adjork,*PASS,32475482-001
501,-59.50051,1283.088,6.923533,-65536,44:03.1,,32475482,32475482-009,,EPTank2,BSC0051077,,,,,44:03.1,9/26/2023 14:36,9/27/2023 4:48,0 days 14:12:05,1,113.2,20,adjork,Implant Already Scrapped,32475482-009
502,-59.31713,3.123715,0.2391223,-65536,44:03.1,,32475482,32475482-007,,EPTank2,BSC0051077,,,,,44:03.1,9/26/2023 14:36,9/27/2023 4:48,0 days 14:12:05,1,113.2,20,adjork,Implant Already Scrapped,32475482-007
503,-59.58985,1320.919,7.148193,-65536,29:39.4,25:46.6,32468380,32468380-004,20mm,EPTank2,BSC0051077,175.1,137.8,21.30211,37.3,29:39.4,9/27/2023 4:48,9/27/2023 14:34,0 days 09:45:50,1,373.2,21,yangs86,*PASS,32468380-004
504,-59.59186,1321.19,7.173294,-65536,29:39.4,26:02.2,32468380,32468380-005,20mm,EPTank2,BSC0051077,175.6,137.9,21.46925,37.7,29:39.4,9/27/2023 4:48,9/27/2023 14:34,0 days 09:45:50,1,373.2,21,yangs86,*PASS,32468380-005
505,-59.62394,1322.812,7.199453,-65536,44:19.4,27:58.0,32468380,32468380-012,20mm,EPTank2,BSC0051077,173.7,136.1,21.64652,37.6,44:19.4,9/27/2023 4:48,9/27/2023 14:34,0 days 09:45:50,1,373.2,21,yangs86,*PASS,32468380-012
506,-59.63094,1323.082,7.214766,-65536,44:19.4,28:13.5,32468380,32468380-013,20mm,EPTank2,BSC0051077,175.7,138.1,21.40011,37.6,44:19.4,9/27/2023 4:48,9/27/2023 14:34,0 days 09:45:50,1,373.2,21,yangs86,*PASS,32468380-013
507,-59.30444,1289.212,7.240343,-65536,05:15.8,29:09.7,32456536,32456536-010,20mm,EPTank2,BSC0051077,173.9,137.1,21.16159,36.8,05:15.8,9/27/2023 4:48,9/27/2023 14:34,0 days 09:45:50,1,373.2,21,leej82,WM34-Tweezers Mark/ContactMark,32456536-010
508,-58.76252,3830.13,19.96655,-65537,05:15.8,29:44.3,32456536,32456536-012,20mm,EPTank2,BSC0051077,174.7,137.7,21.17916,37,05:15.8,9/27/2023 4:48,9/27/2023 14:34,0 days 09:45:50,1,373.2,21,leej82,WM34-Tweezers Mark/ContactMark,32456536-012
509,-59.57897,1304.642,7.116663,-65536,55:40.8,48:30.3,32475481,32475481-007,20mm,EPTank2,BSC0051077,173.4,136.3,21.39562,37.1,55:40.8,9/27/2023 4:48,9/27/2023 14:34,0 days 09:45:50,1,373.2,21,yans1,*PASS,32475481-007
510,-59.56178,1305.034,7.0186,-65536,55:40.8,47:43.6,32475481,32475481-006,20mm,EPTank2,BSC0051077,174.3,136.6,21.62937,37.7,55:40.8,9/27/2023 4:48,9/27/2023 14:34,0 days 09:45:50,1,373.2,21,yans1,*PASS,32475481-006
511,-59.61974,1308.27,7.135565,-65536,11:18.6,49:59.8,32475481,32475481-013,20mm,EPTank2,BSC0051077,173.6,136.3,21.48618,37.3,11:18.6,9/27/2023 4:48,9/27/2023 14:34,0 days 09:45:50,1,373.2,21,yans1,*PASS,32475481-013
512,-59.58354,1255.98,6.967205,-65536,11:18.6,50:12.9,32475481,32475481-014,20mm,EPTank2,BSC0051077,175.6,138.5,21.12756,37.1,11:18.6,9/27/2023 4:48,9/27/2023 14:34,0 days 09:45:50,1,373.2,21,yans1,Implant Already Scrapped,32475481-014
513,-59.4675,1307.172,7.196635,-65536,38:40.7,34:08.9,32475383,32475383-002,31mm,EPTank2,BSC0051077,335.3,262.5,21.7119,72.8,38:40.7,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,abdiz6,*PASS,32475383-002
514,-59.56652,1305.021,7.176974,-65536,38:40.7,34:23.5,32475383,32475383-003,31mm,EPTank2,BSC0051077,336.1,266.3,20.76763,69.8,38:40.7,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,abdiz6,*PASS,32475383-003
515,-59.63488,1286.215,7.086502,-65536,56:44.7,35:29.1,32475383,32475383-008,31mm,EPTank2,BSC0051077,331.2,255.8,22.7657,75.4,56:44.7,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,abdiz6,*PASS,32475383-008
516,-59.64388,1283.479,7.125739,-65536,56:44.7,35:16.0,32475383,32475383-007,31mm,EPTank2,BSC0051077,331.6,256.7,22.58745,74.9,56:44.7,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,abdiz6,*PASS,32475383-007
517,-59.57585,1302.247,7.228123,-65536,14:44.6,38:24.1,32475383,32475383-013,31mm,EPTank2,BSC0051077,336.2,260.7,22.45687,75.5,14:44.6,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,abdiz6,*PASS,32475383-013
518,-59.57677,1303.727,7.177271,-65536,14:44.6,39:01.9,32475383,32475383-015,31mm,EPTank2,BSC0051077,336.4,260.4,22.59215,76,14:44.6,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,abdiz6,*PASS,32475383-015
519,-59.61858,1312.608,7.20563,-65536,29:20.4,13:35.5,32501851,32501851-006,20mm,EPTank2,BSC0051077,175.6,137,21.98178,38.6,29:20.4,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,yans1,*PASS,32501851-006
520,-59.60032,1314.088,7.198729,-65536,29:20.4,13:06.0,32501851,32501851-004,20mm,EPTank2,BSC0051077,176.7,138.3,21.73175,38.4,29:20.4,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,yans1,*PASS,32501851-004
521,-59.67008,1323.264,7.140932,-65536,43:58.8,14:32.8,32501851,32501851-010,20mm,EPTank2,BSC0051077,175.5,137.5,21.65242,38,43:58.8,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,yans1,*PASS,32501851-010
522,-59.69845,1324.448,7.150166,-65536,43:58.8,14:46.8,32501851,32501851-011,20mm,EPTank2,BSC0051077,174.8,136.2,22.08238,38.6,43:58.8,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,yans1,*PASS,32501851-011
523,-59.68114,1328.496,7.202917,-65536,18:00.3,,32468385,32468385-001,,EPTank2,BSC0051077,,,,,18:00.3,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,gobindp,Implant Already Scrapped,32468385-001
524,-59.67657,1327.952,7.240175,-65536,18:00.3,,32468385,32468385-003,,EPTank2,BSC0051077,,,,,18:00.3,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,gobindp,Implant Already Scrapped,32468385-003
525,-59.55595,1315.999,7.06536,-65536,05:50.6,52:34.0,32468385,32468385-015,27mm,EPTank2,BSC0051077,283.9,218.06,23.19126,65.84,05:50.6,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,gobindp,*PASS,32468385-015
526,-59.54888,1315.455,7.064967,-65536,05:50.6,51:53.3,32468385,32468385-013,27mm,EPTank2,BSC0051077,284.5,218.47,23.20914,66.03,05:50.6,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,gobindp,*PASS,32468385-013
527,-59.50647,1312.195,7.072692,-65536,20:19.0,36:49.3,32475483,32475483-006,20mm,EPTank2,BSC0051077,175.5,137.72,21.52707,37.78,20:19.0,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,yans1,*PASS,32475483-006
528,-59.49939,1311.652,7.102985,-65536,20:19.0,36:03.1,32475483,32475483-004,20mm,EPTank2,BSC0051077,175.1,137.31,21.58195,37.79,20:19.0,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,yans1,*PASS,32475483-004
529,-59.69157,1308.174,7.154658,-65536,35:42.5,39:26.4,32475483,32475483-013,20mm,EPTank2,BSC0051077,174.8,137.4,21.39588,37.4,35:42.5,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,yans1,*PASS,32475483-013
530,-59.68007,1307.74,7.13495,-65536,35:42.5,38:40.9,32475483,32475483-011,20mm,EPTank2,BSC0051077,176.4,138.55,21.45692,37.85,35:42.5,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,yans1,*PASS,32475483-011
531,-59.53761,1295.351,7.212008,-65536,25:08.9,31:24.8,32487691,32487691-003,20mm,EPTank2,BSC0051077,174,137.1,21.2069,36.9,25:08.9,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,yans1,*PASS,32487691-003
532,-59.04737,86.88158,0.3017786,-65537,25:08.9,30:57.6,32487691,32487691-001,20mm,EPTank2,BSC0051077,172.6,134.9,21.84241,37.7,25:08.9,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,yans1,*PASS,32487691-001
533,-59.75264,1277.559,7.053169,-65536,53:56.4,34:23.2,32487691,32487691-010,20mm,EPTank2,BSC0051077,175.7,138.4,21.22937,37.3,53:56.4,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,yans1,*PASS,32487691-010
534,-59.71212,1277.706,7.066688,-65536,53:56.4,35:13.2,32487691,32487691-012,20mm,EPTank2,BSC0051077,174.2,137.5,21.06774,36.7,53:56.4,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,yans1,*PASS,32487691-012
535,-59.61913,1278.588,7.087519,-65536,08:23.0,35:30.7,32487691,32487691-013,20mm,EPTank2,BSC0051077,174.4,138.1,20.81422,36.3,08:23.0,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,yans1,*PASS,32487691-013
536,-59.60927,1278.735,7.095305,-65536,08:23.0,36:13.1,32487691,32487691-015,20mm,EPTank2,BSC0051077,175.4,138.4,21.09464,37,08:23.0,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,yans1,*PASS,32487691-015
537,-59.54819,1279.646,7.205664,-65536,23:15.6,33:00.4,32487690,32487690-008,20mm,EPTank2,BSC0051077,176.5,139,21.24646,37.5,23:15.6,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,yans1,*PASS,32487690-008
538,-59.53833,1279.793,7.198373,-65536,23:15.6,32:42.2,32487690,32487690-007,20mm,EPTank2,BSC0051077,176.6,138.9,21.34768,37.7,23:15.6,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,yans1,*PASS,32487690-007
539,-59.58346,1280.793,7.181627,-65536,39:34.6,34:56.7,32487690,32487690-013,20mm,EPTank2,BSC0051077,176.2,138.3,21.50965,37.9,39:34.6,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,yans1,*PASS,32487690-013
540,-59.55972,1280.94,7.179435,-65536,39:34.6,36:02.1,32487690,32487690-015,20mm,EPTank2,BSC0051077,175,138.3,20.97143,36.7,39:34.6,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,yans1,*PASS,32487690-015
541,-59.69465,1281.91,7.174513,-65536,55:19.7,23:54.1,32487692,32487692-007,20mm,EPTank2,BSC0051077,176.4,138.9,21.2585,37.5,55:19.7,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,walkep5,*PASS,32487692-007
542,-59.70586,1282.057,7.174411,-65536,55:19.7,23:13.4,32487692,32487692-004,20mm,EPTank2,BSC0051077,176,138.6,21.25,37.4,55:19.7,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,walkep5,*PASS,32487692-004
543,-59.77536,1282.969,7.1567,-65536,10:17.2,26:01.8,32487692,32487692-013,20mm,EPTank2,BSC0051077,176.2,138.7,21.28263,37.5,10:17.2,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,walkep5,*PASS,32487692-013
544,-59.78433,1283.086,7.158672,-65536,10:17.2,26:45.2,32487692,32487692-015,20mm,EPTank2,BSC0051077,175.5,137.9,21.4245,37.6,10:17.2,9/27/2023 14:34,9/28/2023 1:14,0 days 10:39:35,1,1402.39,22,walkep5,*PASS,32487692-015
545,-59.62488,1303.204,7.1221,-65536,09:08.4,56:07.3,32475416,32475416-003,24mm,EPTank2,BSC0051077,234.8,185.31,21.07751,49.49,09:08.4,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,gobindp,*PASS,32475416-003
546,-59.6189,1303.036,7.095931,-65536,09:08.4,55:33.8,32475416,32475416-002,24mm,EPTank2,BSC0051077,234.5,185.02,21.10021,49.48,09:08.4,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,gobindp,*PASS,32475416-002
547,-59.57463,1301.799,7.147081,-65536,26:33.3,57:37.9,32475416,32475416-007,24mm,EPTank2,BSC0051077,235.4,185.49,21.20221,49.91,26:33.3,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,gobindp,*PASS,32475416-007
548,-59.56865,1301.632,7.141589,-65536,26:33.3,58:33.7,32475416,32475416-009,24mm,EPTank2,BSC0051077,235,185.26,21.16596,49.74,26:33.3,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,gobindp,*PASS,32475416-009
549,-59.67632,1300.395,7.086182,-65536,44:16.9,59:56.4,32475416,32475416-013,24mm,EPTank2,BSC0051077,234.7,185.31,21.04389,49.39,44:16.9,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,gobindp,*PASS,32475416-013
550,-59.5704,1300.227,7.07119,-65536,44:16.9,00:40.3,32475416,32475416-015,24mm,EPTank2,BSC0051077,235.7,186.21,20.99703,49.49,44:16.9,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,gobindp,*PASS,32475416-015
551,-59.70226,1297.853,7.044285,-65536,15:53.4,12:20.3,32475418,32475418-004,24mm,EPTank2,BSC0051077,234,154.99,33.76496,79.01,15:53.4,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,diggsj,Implant Already Scrapped,32475418-004
552,-59.70518,1297.686,7.044393,-65536,15:53.4,,32475418,32475418-005,,EPTank2,BSC0051077,,,,,15:53.4,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,diggsj,Implant Already Scrapped,32475418-005
553,-59.70044,1303.647,7.167981,-65536,52:51.1,,32475418,32475418-014,,EPTank2,BSC0051077,,,,,52:51.1,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,diggsj,Implant Already Scrapped,32475418-014
554,-59.66911,1305.244,7.173949,-65536,52:51.1,,32475418,32475418-015,,EPTank2,BSC0051077,,,,,52:51.1,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,diggsj,Implant Already Scrapped,32475418-015
555,-59.60141,1318.969,7.208492,-65536,12:57.2,56:10.0,32475384,32475384-006,31mm,EPTank2,BSC0051077,336.8,265.29,21.23219,71.51,12:57.2,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32475384-006
556,-59.60034,1320.565,7.214661,-65536,12:57.2,55:32.7,32475384,32475384-004,31mm,EPTank2,BSC0051077,337.3,265.45,21.30151,71.85,12:57.2,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32475384-004
557,-59.58309,1346.421,7.167336,-65536,48:55.1,57:07.6,32475384,32475384-009,31mm,EPTank2,BSC0051077,337.8,265.58,21.37951,72.22,48:55.1,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32475384-009
558,-59.10076,5.44252,0.3062062,-65536,48:55.1,57:41.9,32475384,32475384-010,31mm,EPTank2,BSC0051077,338.2,266.33,21.25074,71.87,48:55.1,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32475384-010
559,-59.69065,1304.826,7.057367,-65536,15:22.3,58:01.3,32475384,32475384-011,31mm,EPTank2,BSC0051077,336.5,265.42,21.12333,71.08,15:22.3,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32475384-011
560,-59.70064,1304.864,7.056279,-65536,15:22.3,58:21.7,32475384,32475384-012,31mm,EPTank2,BSC0051077,338.1,266.9,21.05886,71.2,15:22.3,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32475384-012
561,-59.77122,1305.143,7.04823,-65536,32:43.5,29:10.8,32428233,32428233-003,35mm,EPTank2,BSC0051077,398.4,320.87,19.46034,77.53,32:43.5,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32428233-003
562,-59.77352,1305.174,7.04736,-65536,32:43.5,28:17.8,32428233,32428233-001,35mm,EPTank2,BSC0051077,395.4,319.37,19.22863,76.03,32:43.5,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32428233-001
563,-59.65186,1305.491,7.091932,-65536,52:11.9,31:12.1,32428233,32428233-008,35mm,EPTank2,BSC0051077,396.4,320.07,19.2558,76.33,52:11.9,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32428233-008
564,-59.65258,1305.529,7.113197,-65536,52:11.9,31:33.5,32428233,32428233-009,35mm,EPTank2,BSC0051077,396.5,319.77,19.35183,76.73,52:11.9,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32428233-009
565,-59.65795,1305.809,7.021803,-65536,09:30.7,33:06.1,32428233,32428233-014,35mm,EPTank2,BSC0051077,395.6,319.32,19.2821,76.28,09:30.7,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32428233-014
566,-59.65867,1305.847,7.021711,-65536,09:30.7,32:51.7,32428233,32428233-013,35mm,EPTank2,BSC0051077,395.9,320.91,18.94165,74.99,09:30.7,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32428233-013
567,-59.68427,1306.581,7.257473,-65536,52:17.2,39:44.6,32445178,32445178-002,35mm,EPTank2,BSC0051077,395.5,321.78,18.6397,73.72,52:17.2,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32445178-002
568,-59.68687,1306.619,7.253062,-65536,52:17.2,39:23.4,32445178,32445178-001,35mm,EPTank2,BSC0051077,397.4,322.25,18.91042,75.15,52:17.2,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32445178-001
569,-59.70924,1306.944,7.205554,-65536,12:09.7,41:20.0,32445178,32445178-007,35mm,EPTank2,BSC0051077,394.5,319.32,19.05703,75.18,12:09.7,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32445178-007
570,-59.71184,1306.982,6.986115,-65536,12:09.7,42:00.9,32445178,32445178-009,35mm,EPTank2,BSC0051077,396.1,320.66,19.0457,75.44,12:09.7,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32445178-009
571,-59.73681,1307.86,7.024213,-65536,02:18.2,42:52.0,32445178,32445178-013,35mm,EPTank2,BSC0051077,394.9,319.52,19.08838,75.38,02:18.2,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32445178-013
572,-59.70248,1307.89,7.076079,-65536,02:18.2,43:09.7,32445178,32445178-014,35mm,EPTank2,BSC0051077,393.7,318.59,19.07798,75.11,02:18.2,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32445178-014
573,-59.67349,1286.704,7.241752,-65536,00:25.1,25:26.9,32487774,32487774-001,31mm,EPTank2,BSC0051077,337.3,266.1,21.10881,71.2,00:25.1,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32487774-001
574,-59.68669,1286.826,7.241696,-65536,00:25.1,26:32.0,32487774,32487774-003,31mm,EPTank2,BSC0051077,337.1,266.1,21.062,71,00:25.1,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32487774-003
575,-59.67642,1287.756,7.197786,-65536,18:30.1,26:46.4,32487774,32487774-004,31mm,EPTank2,BSC0051077,338.1,268.2,20.67436,69.9,18:30.1,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32487774-004
576,-59.65512,1287.878,7.19696,-65536,18:30.1,27:18.7,32487774,32487774-006,31mm,EPTank2,BSC0051077,336.1,266,20.85689,70.1,18:30.1,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32487774-006
577,-59.68832,1288.832,7.062256,-65536,36:34.2,27:34.1,32487774,32487774-007,31mm,EPTank2,BSC0051077,336,266.4,20.71429,69.6,36:34.2,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32487774-007
578,-59.69438,1288.955,7.03885,-65536,36:34.2,28:40.5,32487774,32487774-009,31mm,EPTank2,BSC0051077,335.6,266.3,20.64958,69.3,36:34.2,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32487774-009
579,-59.74043,1289.884,7.178029,-65536,54:41.2,29:52.6,32487774,32487774-012,31mm,EPTank2,BSC0051077,336.6,266.5,20.82591,70.1,54:41.2,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32487774-012
580,-59.74648,1290.007,7.112474,-65536,54:41.2,29:38.9,32487774,32487774-011,31mm,EPTank2,BSC0051077,336.2,266.1,20.85068,70.1,54:41.2,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,WM34-Tweezers Mark/ContactMark,32487774-011
581,-59.66446,1290.961,7.220093,-65536,12:54.1,30:22.2,32487774,32487774-014,31mm,EPTank2,BSC0051077,335.6,265.2,20.97735,70.4,12:54.1,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32487774-014
582,-59.67259,1291.582,7.185804,-65536,12:54.1,30:08.0,32487774,32487774-013,31mm,EPTank2,BSC0051077,336.5,266.9,20.68351,69.6,12:54.1,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,jallohr,*PASS,32487774-013
583,-59.73441,1296.512,7.098579,-65536,30:51.3,46:06.1,32475419,32475419-004,24mm,EPTank2,BSC0051077,234.3,186,20.6146,48.3,30:51.3,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,walkep5,*PASS,32475419-004
584,-59.74254,1297.161,7.126336,-65536,30:51.3,46:34.3,32475419,32475419-006,24mm,EPTank2,BSC0051077,235.7,187.3,20.53458,48.4,30:51.3,9/28/2023 1:14,9/28/2023 16:25,0 days 15:10:50,2,2852.11,23,walkep5,*PASS,32475419-006
